S,DoF,Contents,Codecs,Bitrates,Scores
73,3,3,2,1,1
73,3,3,2,2,2
73,3,3,2,3,2
73,3,3,2,4,3
73,3,4,1,1,2
73,3,4,1,2,4
73,3,4,1,3,6
73,3,4,1,4,4
73,3,4,2,1,2
73,3,4,2,2,2
73,3,4,2,3,2
73,3,4,2,4,5
74,3,1,1,1,5
74,3,1,1,2,4
74,3,1,1,3,5
74,3,1,1,4,5
74,3,1,2,1,3
74,3,1,2,2,3
74,3,1,2,3,4
74,3,1,2,4,3
74,3,2,1,1,1
74,3,2,1,2,3
74,3,2,1,3,3
74,3,2,1,4,4
74,3,2,2,1,1
74,3,2,2,2,2
74,3,2,2,3,1
74,3,2,2,4,3
74,3,3,1,1,4
74,3,3,1,2,4
74,3,3,1,3,3
74,3,3,1,4,7
74,3,3,2,1,3
74,3,3,2,2,4
74,3,3,2,3,5
74,3,3,2,4,5
74,3,4,1,1,4
74,3,4,1,2,5
74,3,4,1,3,4
74,3,4,1,4,6
74,3,4,2,1,2
74,3,4,2,2,2
74,3,4,2,3,4
74,3,4,2,4,5
75,3,1,1,1,4
75,3,1,1,2,5
75,3,1,1,3,5
75,3,1,1,4,6
75,3,1,2,1,3
75,3,1,2,2,3
75,3,1,2,3,4
75,3,1,2,4,5
75,3,2,1,1,2
75,3,2,1,2,4
75,3,2,1,3,4
75,3,2,1,4,4
75,3,2,2,1,1
75,3,2,2,2,1
75,3,2,2,3,3
75,3,2,2,4,4
75,3,3,1,1,3
75,3,3,1,2,5
75,3,3,1,3,6
75,3,3,1,4,5
75,3,3,2,1,3
75,3,3,2,2,4
75,3,3,2,3,4
75,3,3,2,4,5
75,3,4,1,1,1
75,3,4,1,2,3
75,3,4,1,3,4
75,3,4,1,4,5
75,3,4,2,1,1
75,3,4,2,2,1
75,3,4,2,3,2
75,3,4,2,4,4
76,3,1,1,1,4
76,3,1,1,2,5
76,3,1,1,3,6
76,3,1,1,4,5
76,3,1,2,1,3
76,3,1,2,2,4
76,3,1,2,3,5
76,3,1,2,4,5
76,3,2,1,1,3
76,3,2,1,2,4
76,3,2,1,3,5
76,3,2,1,4,5
76,3,2,2,1,2
76,3,2,2,2,3
76,3,2,2,3,3
76,3,2,2,4,5
76,3,3,1,1,2
76,3,3,1,2,3
76,3,3,1,3,3
76,3,3,1,4,4
76,3,3,2,1,1
76,3,3,2,2,1
76,3,3,2,3,2
76,3,3,2,4,4
76,3,4,1,1,2
76,3,4,1,2,3
76,3,4,1,3,4
76,3,4,1,4,4
76,3,4,2,1,1
76,3,4,2,2,1
76,3,4,2,3,2
76,3,4,2,4,5
